name,link,price,mileage,BHP,transmission,fuel,owners,body,ULEZ,engine,year
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202206096610593,"£5,650",86858,85,Manual,Petrol,,Hatchback,ULEZ,1.2L,2012 (12 reg)
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202206196942793,"£12,250",47000,168,Automatic,Diesel,2,Hatchback,,2.0L,2012 (12 reg)
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202205296289257,"£8,300",54000,104,Manual,Diesel,3,Hatchback,,1.6L,2012 (62 reg)
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202206026423802,"£5,499",101146,103,Manual,Diesel,,Hatchback,,1.6L,2012 (12 reg)
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202206186918997,"£10,750",61000,138,Automatic,Diesel,,Convertible,,2.0L,2012 (12 reg)
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202206247115877,"£6,990",75752,138,Manual,Diesel,2,Convertible,,2.0L,2012 (62 reg)
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202206287246391,"£5,999",106186,103,Manual,Diesel,2,Hatchback,,1.6L,2012 (62 reg)
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202206156830903,"£10,990",8128,123,Manual,Petrol,,Hatchback,ULEZ,1.4L,2012 (12 reg)
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202204094480166,"£8,995",41565,158,Manual,Petrol,,Convertible,ULEZ,1.4L,2012 (61 reg)
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202206146777763,"£15,144",58112,232,Manual,Petrol,2,Hatchback,ULEZ,2.0L,2012 (12 reg)
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202206086581545,"£8,290",49142,138,Manual,Diesel,,Hatchback,,2.0L,2012 (12 reg)
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202206086598514,"£4,995",92000,103,Manual,Diesel,2,Hatchback,,1.6L,2012 (12 reg)
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202205095516907,"£5,490",102000,103,Manual,Diesel,,Convertible,,1.6L,2012 (12 reg)
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202202222831216,"£7,494",33000,103,Manual,Diesel,,Hatchback,,1.6L,2012 (12 reg)
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202205075455953,"£8,995",98253,168,Automatic,Diesel,,Hatchback,,2.0L,2012 (62 reg)
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202206217009919,"£5,495",100000,103,Manual,Diesel,,Hatchback,,1.6L,2012 (12 reg)
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202202172676543,"£4,700",101825,103,Manual,Diesel,,Hatchback,,1.6L,2012 (12 reg)
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202205296280478,"£9,990",99000,207,Manual,Petrol,4,Hatchback,ULEZ,2.0L,2012 (62 reg)
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202205256126448,"£13,295",82000,232,Automatic,Petrol,6,Hatchback,ULEZ,2.0L,2012 (62 reg)
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202206176886912,"£5,485",102641,103,Manual,Diesel,,Hatchback,,1.6L,2012 (62 reg)
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202204214868315,"£8,894",38000,103,Automatic,Diesel,,Hatchback,,1.6L,2012 (12 reg)
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202202272999358,"£7,490",69688,158,Manual,Petrol,,Convertible,ULEZ,1.4L,2012 (12 reg)
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202202012016627,"£4,794",101000,103,Manual,Diesel,2,Hatchback,,1.6L,2012 (12 reg)
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202206136737428,"£6,595",81172,138,Manual,Diesel,2,Convertible,,2.0L,2012 (12 reg)
